source,date,text,rating,url
play_store,2026-06-19T04:48:11+00:00,"while the Ai stuff they've implemented is bad along with fake Ai music infesting popular artists, they brought a new widget to android that was a mandatory replacement for the old one, that worked just fine, and now works about 5% of the time. you can't even access the app from it so what's the point?",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:46:28+00:00,"I keep trying to stop Spotify from taking money out of my account and I can’t. They just won’t discontinue taking money. I had to close my checking account I had for years. Don’t start because once you do, you cannot get rid of them.",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:45:03+00:00,Excellent!,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:42:18+00:00,real good,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:39:53+00:00,pretty good,4,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:39:47+00:00,"Basically, STUPID! I can't switch songs in an album even if the song is no longer in that album. I HAVE TO GET PREMIUM TO DO THAT. WHY!? Although I still use this. please change this.",4,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:28:52+00:00,"very happy they changed the adjustment for the speed to smaller steps possible... but the sleep timer still only these fixed few options to select from :( Spotify wrapped has sooooo much potential but is used so wrong, so little, so unlogical... so sad! having premium... then still having super loud ads in ""sleeping podcast"" thanks for nothing ... Almost falling asleep then Bämmm..",3,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:21:14+00:00,"I've had spotify for more than 10 years, and pay for premium. Why I'm I just now getting ads? Can someone please explain this!",1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:13:51+00:00,cool,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:11:38+00:00,"used to be a 5 but the new widget is trash. too big, offline half the time, I have to open the app to use the widget. kinda backwards folks.",3,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:06:46+00:00,I Love This App ❤️❤️😘😘,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:04:14+00:00,app is garbage. never works correctly. canceled subscription. Definitely not worth the money.,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:03:09+00:00,❤️,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T04:01:17+00:00,"Extremely disappointed, extremely money hungry. Cannot even move the music time bar and cannot even play the playlist down without having to pay for premium, YES they require premium to even disable shuffling.",2,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:56:09+00:00,Ad after ad after ad,1,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:55:22+00:00,EXCELLENT,5,https://play.google.com/store/apps/details?id=com.spotify.music
play_store,2026-06-19T03:55:15+00:00,was quick when it was free,2,https://play.google.com/store/apps/details?id=com.spotify.music
